AnoMes,VALOR,QUANTIDADE
202012,2662565.36,5115
202211,5132490.79,18440
202410,356266.95,2918
202105,9148564.37,19225
202212,479319.52,2309
202310,5061.1,19
202402,400.0,2
202205,23864378.45,40306
202404,145120.56,3576
202204,697.0,4
202508,950.01,42
202602,2830.45,30
202506,3121417906.98,7842356
202511,169400.84,20211
202405,243541.74,1808
202603,11415.18,487
202108,799.22,2
202201,180758970.04,2023680
202203,6203.48,126
202108,14231495.21,10337
202201,4492653.04,6148
202201,4644.17,121
202507,218991.48,873
202303,2863.78,5
202109,131823.5,866
202401,581239611.26,1580786
202111,56972.34,187
202205,964.0,5
202602,20130.64,112
202108,551113.42,522
202601,378.0,5
202301,133806.14,505
202203,31979799.66,198996
202405,130155.04,3654
202511,119712833.2,1053647
202602,9010442.81,108821
202409,2374472.64,30938
202307,992389.71,8977
202208,4038.54,4
202508,321350.85,19
202402,967268.18,43879
202503,539164546.07,5376859
202305,1595.87,54
202406,413997.05,241
202107,700.0,2
202505,946547.24,10209
202312,18778375.83,207234
202501,4482122.52,3256
202503,16237.54,49
202603,35.0,1
202402,1088.33,4
202511,1847.92,25
202601,38720.19,326
202508,66.4,4
202507,9683.78,99
202507,124544.39,271
202212,91201213.74,21077
202512,6783485271.28,19862093
202512,2300.0,1
202302,805707.37,199
202511,2182.4,2
202304,17699887.55,134521
202407,32.0,4
202507,3015156.04,209245
202511,1879880.01,4276
202101,424959.26,306
202409,717394071.86,564812
202209,13398494.35,150275
202408,3163.77,33
202409,886074.47,29186
202602,414519.63,10927
202507,86.99,4
202202,235804.08,758
202208,18298885.07,6907
202212,44734.66,1293
202210,566450.71,338
202509,488746.62,1113
202601,129918.49,27871
202302,3.0,1
202307,3148861.12,14856
202207,40.0,1
202112,2196.0,3
202310,1953560.39,6821
202412,18944893.67,28968
202207,397723.54,1135
202304,51.0,3
202206,60070.0,11
202204,2094.0,9
202505,118263665.57,11800
202310,52366.6,699
202301,39307.46,257
202503,17004496.29,54902
202212,75437.12,217
202404,4035.77,333
202107,35547927.68,157522
202108,48.51,2
202510,5973179.33,229523
202211,568280.84,3312
202510,700.0,2
202308,155953.12,2596
202509,24939709.48,5413
202108,50.0,1
202407,4872504.28,30731
202110,12704.09,45
202312,16.84,1
202603,889382800.83,3960694
202410,3724071.85,15832
202505,50361.32,155
202406,43614.43,309
202409,3618021.19,10090
202109,26176974.64,6992
202504,230.0,3
202211,1115.2,13
202212,1499780.36,21436
202306,6251.0,8
202206,3144.35,116
202208,1368.34,47
202508,117118350.06,1752577
202410,1317265.72,16380
202204,877549.89,1832
202411,9857616.05,29247
202405,3155944.55,5425
202404,3719475.24,83307
202503,658097.18,5774
202110,80.0,7
202304,206727.81,5115
202603,212.1,8
202107,450.0,1
202510,5588.49,39
202408,3836.53,359
202401,6809716.56,25427
202311,9375.6,76
202309,26869.56,41
202405,617313.21,20311
202103,2882186.43,2990
202302,300.0,1
202502,25353891.27,25132
202508,1621669.1,38694
202206,1535.76,2
202509,108.6,14
202310,304989.7,363
202205,3451.71,58
202510,1026971.77,740
202305,64390.05,1737
202111,2350957658.03,12975286
202110,44083169.18,144614
202211,1644.0,7
202412,1157157.73,8154
202212,629700043.93,3179773
202603,61182.77,4251
202109,367977.44,1388
202106,250852.58,716
202211,26282.04,617
202308,3380.33,2
202110,590.25,4
202501,85.95,1
202202,59209.85,356
202209,5655.67,332
202301,4146084.33,22826
202107,3358.17,4
202511,716.49,20
202403,7741.29,23
202407,198.83,14
202511,34838.2,46
202302,2146548.56,5175
202411,221.83,4
202508,175896.17,180
202312,1694174.28,2193
202405,631871.89,2365
202512,45.0,1
202102,14115052.38,6886
202408,154270.32,807
202301,88778.55,429
202412,104896361.0,112604
202312,800591.17,15364
202305,336509.49,558
202410,97664288.41,340550
202208,47979.23,507
202301,184116.8,1255
202211,22460241.45,99747
202503,35152679.06,463393
202206,453819.13,2951
202209,1476058.44,631
202312,4844.41,18
202603,459403.39,12441
202211,421.0,15
202306,129577.94,7565
202304,235991.42,2324
202304,1754.0,7
202301,129300.81,2386
202401,362056.77,6857
202301,160983.35,762
202307,1286.0,14
202212,84591438.78,74160
202501,1276.4,44
202205,68395.55,90
202412,3328.87,55
202104,21129.49,19
202210,492237.88,13558
202405,75621.04,4421
202412,15779.8,874
202406,729527.2,2132
202304,2767516517.97,5223241
202511,416.5,19
202206,1809977.1,10300
202306,10624.96,496
202502,57036626.01,258603
202505,14971743.81,130647
202505,292114.53,955
202301,6407.72,24
202403,7366.09,51
202410,132157.71,3230
202404,27749.08,1
202108,422.37,18
202305,101.5,2
202207,106795127.12,895013
202511,400.0,8
202210,262961.48,179
202402,29653456.67,50812
202409,48200029.84,45330
202410,4129434.23,167015
202305,1337811.65,12670
202210,1309574114.49,7781094
202410,164619.8,23
202108,284.0,1
202407,41177.75,115
202503,814467.8,7598
202505,750.0,1
202507,251418.52,3701
202406,962712.36,1637
202511,2.0,1
202311,1498.3,72
202602,4884133.1,64
202509,9053596.85,15899
202309,2081197.88,748
202309,1593.92,12
202208,29878524.94,171555
202510,1312.43,63
202206,69419.43,517
202512,8838.82,218
202310,350558.96,6787
202303,250895.18,508
202508,2263397.31,89715
202510,212812832.76,4454370
202405,2673670.24,4656
202601,3453.05,253
202602,987877.97,25298
202302,6521482.62,204577
202204,107573257.97,878596
202404,70543204.34,789017
202310,579951.99,24197
202201,70.9,4
202506,6520647.56,48461
202102,3868310.6,10258
202602,8518.48,51
202405,3887946.75,11538
202211,17241186.23,108685
202511,532133.54,2807
202211,23285.49,29
202110,788513.91,1534
202401,752.0,3
202502,123785.2,1067
202212,2447.99,23
202206,506523.33,3167
202306,433526.08,17542
202410,481903.88,755
202112,126088859.8,5680
202301,216828596.5,951090
202501,146773.87,342
202403,19555.61,25
202403,74656.47,64
202409,330997.59,273
202501,339675.81,2055
202602,2157201.27,13122
202211,3342642.88,32730
202508,6330.38,301
202108,373847.96,2147
202203,39644747.21,31472
202204,5355.16,22
202411,62297571.01,77276
202205,150.0,1
202207,6044067620.27,15574875
202211,1253.91,21
202411,93207.33,733
202405,1295249.98,10489
202107,18429.11,449
202204,16178.21,338
202212,0.02,2
202211,14855.41,105
202202,510003.5,677
202504,25883.0,9
202310,76141.15,2096
202206,1522401.85,2826
202212,38446.96,205
202501,10793.25,37
202508,2986079.66,8052
202312,343988.71,2520
202502,1871570.12,80343
202108,17473.67,99
202110,415521.94,12450
202310,472731.45,903
202403,3411.9,2
202508,20486.6,9
202209,9035308.07,23710
202107,14916.19,186
202401,8.0,1
202308,96644.07,27
202511,104.4,5
202508,18896.36,542
202506,119883.18,459
202512,1534251.73,1686
202202,2637081.57,15458
202303,4323.17,31
202510,1641498.04,5044
202504,123531.31,4441
202212,16732217.02,127770
202409,362822.98,379
202307,869687.21,8316
202407,136772281.69,82406
202305,1999512.59,6699
202112,6522027.36,8178
202205,4664.32,44
202401,161008.87,3691
202203,7970.28,9
202204,4410.74,172
202211,143465.93,4157
202512,319488349.01,646088
202511,551465.87,19967
202512,16975.02,452
202301,1652906.47,17648
202507,1663504439.21,4588237
202601,200.01,2
202308,734.0,8
202511,368070.24,740
202602,772611.71,10197
202312,3632203690.5,6108265
202106,1576596.95,8827
202405,146041.88,6445
202408,2598.66,213
202110,264.46,4
202107,457.5,4
202502,52689.84,37
202506,19121.21,621
202111,206530.36,3554
202503,721352.36,614
202211,3210.63,6
202404,304322.45,3152
202109,861065.92,8725
202502,11834.07,90
202503,28948.83,716
202207,29798.46,43
202505,31171.38,380
202503,7958546706.91,9900245
202112,38184.85,270
202506,2496.44,1
202403,12186687.53,64112
202207,5662040.46,162312
202402,926692.34,835
202502,70.84,2
202106,3338684.88,30162
202505,7711.49,179
202412,1678076.17,38696
202509,80488.37,279
202511,11133.0,5
202207,17826647.61,49965
202205,1215708.34,24952
202303,885820065.19,1438697
202110,1560937.08,1082
202312,6035399.65,6957
202206,52172.27,141
202106,708.62,29
202305,64300.8,3551
202509,247787.88,768
202107,518241.2,4013
202210,169652.28,2511
202512,6728383.04,10286
202510,1079879.26,12705
202603,6118235.61,4903
202207,336820.58,6214
202511,94.0,3
202307,1019428.65,2266
202503,8017021.33,99523
202407,367.93,14
202312,209.47,3
202412,233594321.59,2326351
202204,214669.07,1320
202208,1921826.78,3746
202408,21375102.65,89603
202505,125861.76,1241
202212,3891358.89,8279
202208,19343491.76,11405
202512,383.7,21
202511,451739.2,7714
202509,1733187.54,7079
202401,864.0,9
202505,2982.09,34
202503,14379.76,110
202411,6924662.28,43750
202308,433415456.42,53050
202210,273.6,1
202202,144.0,7
202311,125304.65,400
202504,66439.41,1186
202302,1925.2,13
202110,1226854.56,10336
202408,52.0,2
202305,988725.56,1401
202410,14916738.98,28715
202511,300.0,2
202502,970.44,16
202302,823651.65,622
202111,15.5,2
202303,114994382.51,1208755
202206,1580822.7,2265
202404,695.0,5
202304,1009.18,20
202309,1744851.94,5064
202507,175.9,5
202602,20328.67,32
202312,16860.36,186
202504,21352.08,56
202308,67632.5,3380
202308,5917124.16,18794
202601,3274.99,52
202204,341491138.47,494856
202402,2518761.39,10880
202104,19633567.96,35789
202109,16053.03,299
202507,4637.37,121
202301,68544.54,212
202411,61010.05,109
202312,24306.97,173
202111,14438058.37,52083
202510,1000.0,1
202301,1304265.82,25199
202110,660133.02,440
202206,27778.64,1022
202503,18195554.49,94198
202506,2106709.27,19119
202305,3403262616.59,52245139
202401,140.0,2
202309,209873.93,5151
202506,1423406.48,76114
202206,1437623.21,1715
202309,72615.0,14
202503,1052.19,11
202207,2704745.85,5793
202412,813670673.33,203940
202507,243531802.82,143089
202407,3123.0,8
202401,1406.96,32
202510,19615448.6,900672
202307,511742.61,15726
202108,55.0,1
202410,240478274.82,704151
202303,10032.42,91
202201,485268.31,4395
202303,1423285.29,5037
202312,212185.15,884
202405,94889.31,405
202503,6043848.84,42343
202108,1850.0,3
202207,427813.89,7832
202311,1438503.73,2536
202507,696108.83,333
202403,126118899.03,414612
202209,1683370.22,346
202402,73228.78,434
202306,390.02,28
202509,710.0,3
202310,5668802.71,53790
202412,192.49,4
202404,96126.44,1553
202407,20.0,1
202308,261083.06,3216
202403,14190489.11,333968
202507,339530.7,580
202412,2454286.51,8856
202503,3704435947.07,19790168
202405,1558793.48,1207
202310,50.0,1
202305,14354.49,231
202510,59712.61,149
202208,208444.93,4231
202309,4492.98,1
202206,295606643.76,37568
202501,6795.97,83
202510,678147.99,10511
202511,585228.65,473
202511,1117475.59,3258
202412,6978222.2,37337
202309,13867.38,960
202505,16249.48,29
202512,19835.15,756
202308,6662509.31,2996
202301,12012.53,51
202209,18911.64,494
202301,762816.92,3101
202409,10452.49,11
202208,1974.22,35
202205,56.0,1
202101,100.0,1
202412,7770.97,418
202304,5217625.87,29596
202107,30300.93,1432
202408,2599831.43,12562
202205,2141386.89,69532
202108,3763.15,89
202206,33851.19,101
202505,28857753.21,18309
202102,1780107.1,3911
202407,4268609.71,2945
202312,60559.17,134
202301,1288960.12,5043
202401,369.52,3
202210,172.0,3
202404,12682042.54,32483
202106,4025.26,14
202208,2138127.9,11826
202106,24851115.06,88103
202109,49589275.1,57410
202304,77.76,2
202208,15576.0,6
202407,5348.61,31
202409,88035.51,1480
202602,58085329.07,330365
202109,449258.23,630
202309,2479560.7,103619
202306,4644057.92,2061
202506,130732822.36,2823153
202409,99035.8,49
202304,40541263.33,513
202405,10515891.01,25542
202508,1112914.16,4084
202506,9579.61,10
202304,2000.0,1
202409,759.05,16
202409,21508.35,579
202507,52193847.69,128303
202304,7352.72,199
202510,28251.15,107
202411,508038.46,7175
202410,5713506.84,19913
202411,309590.42,18259
202309,9694177.41,24802
202502,3161.0,4
202212,17914460.59,4451
202309,32757725.1,136130
202402,0.01,1
202201,7042.18,6
202204,3447896.93,35171
202410,100685.79,3043
202211,94.61,2
202406,46600.12,704
202301,14986.33,241
202502,47.94,3
202211,3000.0,1
202509,106028.26,3179
202509,228085.04,329
202501,5266749.6,72637
202206,4517.0,24
202106,5452538.13,11006
202107,83.5,1
202211,1023.0,3
202601,662.61,32
202307,71004957.71,56808
202101,3057729.73,5164
202011,16983.11,10
202204,2336.48,14
202408,95457.0,10
202203,1692293.93,2730
202109,18765.64,70
202507,24935.61,589
202210,1626.36,8
202302,4398.52,40
202108,735.23,10
202602,19432.21,269
202603,39039.95,87
202306,872562.66,24309
202410,3230618.54,1832
202209,1006.34,56
202310,8596792.1,32303
202306,1140.49,2
202106,5870.01,52
202508,644260643.71,1695558
202501,733713.28,3128
202306,15343.94,13
202504,6217.29,55
202404,2616869.26,84397
202303,19596.79,319
202302,5651.92,353
202109,248555.87,507
202507,22684.66,1115
202511,220.0,7
202411,1233.0,47
202306,225324.68,1564
202412,63944.75,57
202210,179812.78,2723
202510,592888.52,10318
202302,1859.52,7
202207,1868.26,10
202412,775231.22,7552
202203,1013947.37,440
202512,468.5,16
202206,35418.44,460
202505,1700786.1,2818
202409,155964832.75,285866
202405,50.0,1
202408,5648860.45,27837
202302,134.0,1
202202,51587.26,157
202602,158128.83,6454
202409,8027813.24,6837
202301,122539.05,1203
202508,1204.38,64
202506,4120.73,7
202511,771.0,3
202501,94446.45,745
202406,92676.09,315
202409,1397707.23,1628
202601,115005.24,1220
202409,262747.06,107
202309,32385.62,102
202410,590665942.57,3594883
202208,346.75,2
202410,584.0,3
202109,575586.46,474
202405,7223303.09,4552
202402,246508.48,195
202211,2146406.42,6271
202507,2664.88,40
202205,20657.87,36
202304,723710502.03,2549621
202108,2668307.7,11951
202208,2751.29,14
202411,5305.0,6
202401,570129386.96,1810
202305,885.0,2
202602,802639.9,7903
202310,200.0,2
202407,91809.6,117
202107,144124.64,648
202207,46026169.71,108291
202307,7025.77,201
202112,62066.26,357
202403,5000.46,150
202410,472120965.06,13103
202506,27444.44,269
202508,43526.79,129
202402,8015.69,16
202509,90070.09,484
202308,222171.47,537
202312,145.25,7
202101,11899.4,50
202603,36270.05,63
202602,1801847.58,39788
202411,160.48,2
202508,1550689.15,7302
202310,10252.42,111
202406,497852347.97,1296628
202206,364893.03,3171
202211,65958.59,161
202208,907.68,56
202502,331.16,2
202309,218.82,4
202602,103672.29,6432
202206,31310.19,159
202501,71073.4,3723
202201,13134.83,11
202602,23877.78,62
202207,1531454.54,3359
202505,117724.29,826
202511,12745.42,73
202512,1423952.73,12838
202205,305258.9,645
202406,521399.6,7666
202411,84363527.83,382220
202506,28272.2,226
202211,45653.02,303
202510,49461.03,499
202305,400.0,1
202211,2256272.25,27190
202407,1598857.45,55122
202512,2251.8,13
202401,117937.84,1505
202212,6666.49,65
202405,44025.74,22
202406,12784260.99,33150
202303,63935.48,489
202501,44467290.14,1408263
202311,320101.2,1137
202112,9655378.36,6240
202509,234779.39,4863
202511,4286.31,10
202403,946839.05,9937
202011,1000.0,18
202403,4727449265.78,8899789
202412,2237.0,26
202410,121507.17,5598
202511,19323415.62,32338
202203,1230.0,3
202410,1281507.44,33156
202506,394673.92,3663
202109,2212.6,15
202503,4617375.19,13059
202108,18647217.59,425296
202503,47214812.82,447437
202202,272.01,13
202512,33482892.09,435433
202312,13530.55,43
202507,329247098.93,4302303
202603,1584.01,473
202411,992.81,37
202101,132833409.01,229600
202310,6230.0,1
202309,17762268.76,830043
202501,3400442.79,5962
202301,1078772.68,2733
202509,108.5,3
202511,570262.79,697
202311,1499886.88,8986
202209,400.95,16
202510,556.31,20
202311,295403.67,8580
202403,5350326.8,48493
202603,51505675.94,988303
202601,337868.73,1424
202405,20600.45,321
202302,74973.16,340
202504,458002.35,12534
202301,13669.3,248
202201,400.19,2
202601,50.0,1
202407,680992303.95,529739
202408,118620.89,425
202505,84364.34,395
202110,1441725680.98,127802
202208,903.89,23
202408,870586.99,4539
202202,134315.01,54
202012,435430541.03,413564
202110,17396.05,323
202403,92773.09,69
202409,502.0,3
202312,44026.2,626
202310,3672472797.78,12157830
202207,330104522.69,52360
202309,466.94,9
202505,16360806.54,61057
202109,143514.04,461
202302,47235451.04,133459
202208,40.0,1
202512,50.0,1
202205,9843.74,9
202411,1465692.68,19406
202401,344576.04,12994
202310,178681.94,51
202109,20123.5,76
202510,52367.8,2372
202409,66082585.95,291016
202304,1765.14,31
202407,1324.08,42
202404,52649.04,1036
202405,2262.5,51
202409,143196.57,369
202510,112272.11,89
202107,11330464.44,43408
202507,104947.23,483
202302,947.9,6
202502,75575.34,44
202503,771693.83,2051
202602,1965620.22,190662
202506,11075.34,53
202107,57109.2,522
202511,155892.07,112
202511,117105.39,606
202506,404442.98,13914
202205,1902803.58,17029
202511,105.0,2
202511,2521401.87,16222
202212,1562.0,7
202408,21119.0,8
202602,113726.59,918
202502,320.0,13
202411,29900.0,1
202107,353485.15,738
202408,151701.53,533
202402,8565453188.77,19340492
202307,5206.81,71
202211,831.37,20
202305,3385.82,15
202504,14027.02,155
202412,50.0,1
202510,3220.5,57
202411,140433.61,1689
202509,126.0,2
202408,10000.0,1
202412,38425.49,70
202108,3784915.29,6114
202209,11090096.52,3453
202408,5693318.8,566
202408,1349056.18,3308
202304,111684.6,293
202407,616.12,29
202506,2776691.0,36823
202106,1186532600.11,5767168
202501,22510336.05,697406
202506,1591217.91,12213
202204,450874.87,486
202307,15450.61,119
202209,8457.95,4
202206,9567.5,28
202409,435220.87,4112
202504,3356.4,27
202311,17138989.43,651867
202202,9254.88,83
202512,24794.14,550
202205,93983.75,109
202211,14397.91,73
202302,2746706.49,13478
202312,645258.4,19065
202512,4390921.49,46894
202503,407714.77,1530
202507,27915.7,57
202602,147845.34,4633
202203,13801.97,225
202508,6245.7,57
202309,2216660.96,12144
202409,7082.15,5
202202,19127.89,38
202404,3165773.73,8806
202406,305303.22,190
202601,1533225.8,4472
202212,80.0,1
202109,52354015.25,112929
202510,686.0,7
202603,17642866.93,49279
202508,240664.67,349
202108,1280.16,88
202502,30623104.21,58915
202411,1639.4,1
202401,9755753.59,59383
202601,50938.94,97
202201,7777913.81,17506
202310,129981.79,316
202305,85028.15,1443
202506,59441127.56,51951
202308,61.72,11
202501,574792.4,185
202112,12278.6,264
202507,2722.22,49
202401,797504951.93,1920212
202302,488319.91,194
202304,485460888.42,2933162
202512,24098.91,357
202512,7531646.53,2619
202107,3067.59,22
202301,68638.12,748
202406,355.5,31
202404,756.0,11
202411,35216179.47,186462
202512,64303036.44,1616619
202408,79890.13,1836
202311,3147612.45,42750
202511,35400.0,2
202401,4572953.32,96
202501,10.0,1
202602,15698.7,60
202409,64693.51,101
202509,626824.57,5458
202411,10532.26,59
202205,8077.4,98
202602,6346825.35,17883
202306,33409.81,725
202310,8265865.9,29560
202110,40.0,4
202210,28.0,4
202512,252241.22,2310
202410,388239.6,1007
202412,10080.0,48
202402,788414828.58,1476712
202505,282288862.22,651032
202206,5721.76,90
202306,37237.53,532
202012,5945349.2,10126
202306,461.0,9
202508,66985479.32,47092
202306,1165.0,5
202303,713031.57,4259
202601,85984737.54,514885
202410,103782.98,253
202506,1124099.86,8110
202311,1549620.76,7158
202405,243853.45,361
202411,190402.25,60
202204,14518630.1,26644
202512,1020966.9,73
202310,8092757.94,85558
202507,1129031.37,6031
202511,141338.24,366
202506,503.0,9
202509,2081067.13,7438
202411,249053.92,2533
202509,214.52,11
202201,8286941.97,36328
202209,129.14,3
202307,834535.66,6565
202408,196.7,6
202211,21907129.1,11754
202403,45635.37,42
202306,4868.34,14
202303,160.0,4
202311,24833964.89,122900
202207,28229.06,94
202111,65.0,4
202511,4629703.38,40177
202509,12744324.78,6119
202511,4509.2,142
202206,39845.01,318
202504,217.0,8
202203,924850.79,3947
202405,16985787.51,358740
202106,1341838.64,1971
202411,64639272.6,168076
202601,1536699.73,1166
202512,152165750.22,2888861
202203,666889.17,702
202509,1.5,1
202411,132846118.77,1228925
202402,2359.8,108
202603,393454.62,21717
202411,129653651.66,450665
202301,53730.81,701
202402,21639.1,3
202503,1528152834.82,9086682
202401,605346203.74,2727374
202509,67103848.37,334141
202202,101286987.43,116174
202401,55.0,2
202408,702471.65,45
202108,130087.85,903
202405,4636157.18,104712
202204,270795.32,3842
202210,6276.98,127
202408,3623126689.9,481553
202509,99.5,6
202201,3481.02,6
202310,2343319.79,75906
202102,10113543.36,15092
202508,21829429.73,21457
202110,139193.66,297
202401,25523.23,342
202507,487370.09,13229
202309,29500.74,327
202308,15695.66,394
202602,31342.23,238
202204,26378.3,64
202306,868572.59,72
202602,415109.61,649
202112,45786.83,408
202109,3831.5,23
202102,245525.03,227
202509,61737.97,45
202308,12100225.23,34823
202512,8272.88,8
202305,10635974.28,54863
202303,30188670.17,41320
202511,546633.94,6008
202404,6663468.42,3081
202108,375.0,1
202401,394482363.42,2798132
202503,137107.85,1106
202303,50.38,2
202309,64027.09,514
202508,197423.85,571
202401,71.59,6
202511,13092.09,21
202504,120136.85,596
202201,33633.88,542
202307,152567.19,1248
202510,3626996.16,33976
202201,7706.46,66
202407,33479.99,510
202403,66.0,2
202305,27889.62,61
202503,144058.6,994
202211,830374.4,2857
202512,1921.53,9
202204,427228940.32,1283123
202305,11664.98,14
202204,345879.47,648
202305,3464.0,2
202410,15100.5,7
202407,251617.46,433
202202,47530.81,954
202503,86137.41,1154
202601,1081110.65,21960
202209,22107877.14,120206
202112,48183.19,139
202204,1764777.39,580
202205,42244.58,85
202403,872388.32,13997
202402,71798.38,3385
202503,1596.61,4
202110,2000.0,3
202602,241378.02,3158
202109,106.5,8
202112,31916.84,385
202208,12721.52,417
202601,78071.35,1176
202405,8220.3,254
202409,23789029.07,82314
202305,159.0,2
202410,744004.4,26909
202303,6801745.87,8199
202107,10295.22,19
202602,18376.19,52
202307,3766839002.77,24819776
202510,203196.55,4263
202505,3051440.77,9809
202510,4418.72,15
202408,2483757.27,50398
202201,3327.77,132
202204,41095.99,13
202408,206572127.93,1688689
202503,1086716.86,122
202301,2160.82,2
202603,2781.56,20
202107,224.5,7
202304,63103.7,655
202108,1075.0,5
202110,7781.81,81
202602,7649.64,15
202305,37284.0,12
202202,6078.42,16
202408,3499.98,27
202204,306665.87,4864
202408,43385.82,17
202602,20004204.5,33162
202107,7000.0,1
202206,12471233.91,30257
202602,127062.06,470
202503,5199.0,8
202401,875387.34,1615
202404,848893.73,499
202305,371942.98,499
202505,9509624374.19,16620469
202306,20.0,1
202312,8627321.82,60625
202108,2021147.18,4171
202202,3977053.63,5094
202301,406823921.31,3609762
202210,19155.0,356
202301,14151.89,10
202109,27068.05,103
202410,3542262.48,4442
202408,16268387.12,28873
202505,2934.5,33
202603,106.7,2
202402,921262.94,23674
202107,1153.23,15
202305,157151.56,6643
202302,123745.01,565
202512,2454763.17,4453
202201,17740.29,23
202602,4996025.22,5111
202202,451270.75,10655
202601,18848.84,107
202602,6095454.34,28134
202601,6210987.52,61905
202512,9692.82,96
202310,401.91,15
202305,1606334.5,890
202505,170222183.42,2567650
202505,1504.65,7
202309,2736.27,15
202107,324990.28,439
202304,1160119.12,13345
202502,6000453.23,3
202401,191701.7,1717
202405,444138.15,2264
202209,7983711.04,37991
202312,2782.6,14
202402,5562.78,110
202402,1214879.86,3339
202509,136.5,1
202301,1396.53,43
202404,168899404.63,129845
202201,20450.31,87
202209,2.0,1
202109,62538.11,150
202311,133738.85,4635
202107,60.0,3
202204,400547.72,1510
202103,7448619.25,16131
202308,2166.88,9
202508,1756692.23,66917
202202,409.01,1
202411,323.0,13
202602,376949.37,5914
202509,1034.39,12
202409,23584.43,187
202403,3864767.17,20059
202402,38.5,1
202403,40154.03,76
202204,959.96,1
202506,740878.23,21065
202508,1857.42,70
202301,3251.86,28
202210,3358233.8,1903
202509,10006632935.48,1167659
202504,41103.53,327
202511,1086042.48,10024
202307,29189238.5,1261260
202504,18313.87,183
202504,39412.98,2757
202401,94899.54,1717
202201,6653912.64,2989
202406,154015.56,200
202512,19503816.63,35803
202201,104206.8,134
202107,239925.77,249
202602,1940245.74,28035
202310,637590.75,2987
202511,55624.46,6207
202203,1188288.74,18526
202407,342992.05,1221
202206,24729.87,523
202309,7320041.41,28664
202311,1229472.71,2064
202311,12.35,1
202211,1028.82,29
202511,1544.08,126
202012,91127.26,243
202407,963.63,4
202512,5453.39,71
202312,8353.93,179
202407,82.36,4
202011,2888502.2,966
202102,2127397.41,16780
202502,5743.08,175
202310,15749.07,7
202401,438.5,8
202511,154.0,3
202209,1246.92,10
202309,317812.04,274
202508,51033952.83,430187
202511,1500.0,1
202303,20084338.05,84653
202502,253.78,4
202311,946622.44,43144
202209,200.0,2
202104,7870.76,3
202106,837570.02,10754
202209,646676.87,5314
202504,14942.07,666
202505,23605196.58,459265
202107,2501.28,7
202309,47918995.23,2004525
202103,17411.98,21
202602,19350.0,3
202507,44140.6,311
202601,7173.65,117
202311,16.84,1
202408,388414.79,14667
202601,83494.42,57
202402,17314120.03,246945
202511,699752.86,13502
202309,3237267702.97,7152881
202401,203668.03,2725
202308,18480.88,2
202503,17817.97,471
202504,1571.0,37
202512,67419.25,1015
202403,30661420.97,19903
202509,1448776.54,7045
202312,6918034.22,12336
202303,20746364.32,79723
202512,14370.0,19
202102,165936.55,247
202502,1812867.47,20887
202601,120.0,2
202405,434216.65,18360
202102,57333680.13,127825
202302,6648301.92,15268
202508,4480.25,7
202411,49885.86,1269
202507,31688.35,31
202204,1657961.7,4861
202408,602.55,4
202310,15089.23,52
202504,408285.15,4407
202511,1355802.51,39222
202404,40.0,1
202308,127423.41,3267
202204,5117742.56,20943
202602,10910.67,178
202310,33541018.38,148734
202308,142826184.08,1166374
202511,8654.0,18
202402,370.0,5
202305,177857.05,2648
202311,474.0,14
202303,213332213.28,355116
202309,1990952.18,91139
202603,1486787.34,13001
202402,6857.06,3
202207,28667053.24,15816
202603,21059861.82,11150
202107,17366.9,14
202510,142875.25,3951
202310,955.25,23
202508,23226.85,405
202111,178118.63,1615
202412,48271.88,93
202304,68311.76,3694
202207,53.08,1
202210,22108420.94,120316
202112,303945.38,2338
202201,10.0,1
202506,106454.99,3
202507,43.0,2
202206,1252.0,8
202304,1513202.14,18081
202506,22192.4,127
202011,165078.91,140
202310,150.0,3
202406,9378.4,244
202306,198117.88,1100
202206,1811413.02,3007
202509,1399168.17,18270
202410,2258.64,70
202408,1820.5,14
202504,2475.71,90
202512,342650.19,563
202305,630.85,8
202508,9480048.74,24861
202204,32156.54,181
202210,25351.75,167
202410,9282.79,8
202211,1296268.41,4028
202312,646070.27,5222
202306,1810.0,7
202410,120437238.45,3662651
202502,113343.11,1627
202307,2294.1,2
202404,434.72,1
202301,2282.8,9
202304,62185380.16,892238
202307,13202.11,138
202510,17133515.62,63675
202207,41320791.1,46059
202307,60.0,2
202507,190087.42,156
202602,1837892.03,188205
202112,1023680.41,4900
202403,2297.92,2
202511,1154838.12,37398
202209,222347.82,250
202602,40828.28,1409
202205,167271.45,1747
202209,1267.25,13
202204,4500.0,3
202203,99.0,1
202205,4303801.68,28423
202112,903.3,12
202307,20025.98,869
202301,0.02,1
202012,14602.0,9
202309,49.0,4
202307,10792.97,201
202209,1256213.54,1865
202507,179.99,1
202110,5789.01,82
202412,7410669.83,26268
202508,13444952.97,48057
202301,10740533.12,28689
202312,2985980.43,37063
202501,94774.11,412
202312,97.23,4
202107,1060.71,24
202301,767.6,2
202207,103745.56,6105
202212,3560093.91,11046
202510,482329.46,187
202503,6296.61,29
202301,4039094.42,190475
202306,13625.23,1513
202207,307078.42,328
202306,373667.51,902
202310,11658.3,19
202510,2399913.91,1711
202311,2330887.82,30630
202305,81562061.91,323423
202405,816630423.75,2461533
202311,145.44,1
202304,43223.14,669
202406,360036.85,1383
202011,96219097.28,82012
202603,189986.92,3246
202512,3831182.39,421
202304,38182.98,124
202301,5.01,2
202504,3828.97,41
202311,10378.1,129
202401,340.96,20
202310,1691.0,22
